,newsdesc,newstitle,titledesc
83,Ribuan mahasiswa itu nantinya akan diterjunkan sebagai relawan khusus untuk membangun Lombok pasca dilanda gempa,"Bangun Lombok, Kementerian PUPR Butuh 2.000 Mahasiswa Teknik","Ribuan mahasiswa itu nantinya akan diterjunkan sebagai relawan khusus untuk membangun Lombok pasca dilanda gempa Bangun Lombok, Kementerian PUPR Butuh 2.000 Mahasiswa Teknik"
84,"PUPR bantu tumah yang rusak berat, sedang dan ringan.","74 Ribu Rumah Rusak di Gempa Lombok, PUPR Bantu 5.000 Rumah","PUPR bantu tumah yang rusak berat, sedang dan ringan. 74 Ribu Rumah Rusak di Gempa Lombok, PUPR Bantu 5.000 Rumah"
85,Setiap 25 Agustus merupakan Hari Perumahan Nasional.,PUPR Dorong Semua Pihak Wujudkan Rumah Rakyat Berkualitas,Setiap 25 Agustus merupakan Hari Perumahan Nasional. PUPR Dorong Semua Pihak Wujudkan Rumah Rakyat Berkualitas
86,Utamakan pelayanan kepada masyarakat dengan lebih baik lagi.,"Lantik Pejabat Baru, PUPR Harap Program Pemerintah Berjalan Baik","Utamakan pelayanan kepada masyarakat dengan lebih baik lagi. Lantik Pejabat Baru, PUPR Harap Program Pemerintah Berjalan Baik"
87,Kabupaten Tulang Bawang memiliki 15 kecamatan dan 151 kampung.,"Agar Bantuan Tepat Sasaran, PUPR Minta Pemda Data Kawasan Kumuh","Kabupaten Tulang Bawang memiliki 15 kecamatan dan 151 kampung. Agar Bantuan Tepat Sasaran, PUPR Minta Pemda Data Kawasan Kumuh"
88,Rata-rata penghuni rusus bekerja sebagai pencetak batu bata dan pekerja kayu.,Masyarakat Papua Barat Bersyukur Dapat Rumah Khusus dari PUPR,Rata-rata penghuni rusus bekerja sebagai pencetak batu bata dan pekerja kayu. Masyarakat Papua Barat Bersyukur Dapat Rumah Khusus dari PUPR
89,Pemerintah akan berhati-hati dalam menetapkan harga rumah.,"Harga Rumah Diusulkan Naik, PUPR: Masyarakat Jangan Terbebani","Pemerintah akan berhati-hati dalam menetapkan harga rumah. Harga Rumah Diusulkan Naik, PUPR: Masyarakat Jangan Terbebani"
90,"""Infrastruktur menjadi tumpuan pembangunan.""",Kementerian PUPR Tegaskan Tak Ada Penundaan Proyek Infrastruktur,"""Infrastruktur menjadi tumpuan pembangunan."" Kementerian PUPR Tegaskan Tak Ada Penundaan Proyek Infrastruktur"
91,Kontraktor lokal bisa diminta lebih diutamakan.,PUPR Sebut Kontraktor Lokal Mampu Bekerja Lebih Baik,Kontraktor lokal bisa diminta lebih diutamakan. PUPR Sebut Kontraktor Lokal Mampu Bekerja Lebih Baik
92,Jumlah alat berat akan ditambah karena akan ada 2 escavator yang akan ditempatkan di Posko PUPR Tanjung.,"Gempa Lombok, PUPR Mobilisasi Alat Berat dan Tangki Air","Jumlah alat berat akan ditambah karena akan ada 2 escavator yang akan ditempatkan di Posko PUPR Tanjung. Gempa Lombok, PUPR Mobilisasi Alat Berat dan Tangki Air"
93,Para istri diimbau hidup sederhana.,Menteri PUPR: Pejabat Ditjen Penyedia Perumahan harus Kompak,Para istri diimbau hidup sederhana. Menteri PUPR: Pejabat Ditjen Penyedia Perumahan harus Kompak
94,Kementerian PUPR berupaya menghadirkan solusi untuk mengurangi volume sampah dengan mengembangkan Tempat Pengelolaan Sampah Terpadu (TPST) 3R.,"Dukung Bali Bersih, PUPR Buka Pusat Pendidikan Pengolahan Sampah","Kementerian PUPR berupaya menghadirkan solusi untuk mengurangi volume sampah dengan mengembangkan Tempat Pengelolaan Sampah Terpadu (TPST) 3R. Dukung Bali Bersih, PUPR Buka Pusat Pendidikan Pengolahan Sampah"
95,Di pesantren ini Kementerian PUPR membangun dua tower Rumah Susun untuk mendukung para santri bisa belajar dengan nyaman.,PUPR Bangun 2 Rusun di Pesantren Modern Internasional Dea Malela,Di pesantren ini Kementerian PUPR membangun dua tower Rumah Susun untuk mendukung para santri bisa belajar dengan nyaman. PUPR Bangun 2 Rusun di Pesantren Modern Internasional Dea Malela
96,Indonesia masih membutuhkan banyak bendungan.,Kementerian PUPR Bangun 5 Bendungan Baru di NTB,Indonesia masih membutuhkan banyak bendungan. Kementerian PUPR Bangun 5 Bendungan Baru di NTB
97,"""(Bendung Manganti) irigasinya sebagian di Jawa Barat sebagian di Jawa Tengah.""",Pentingnya Bendung Manganti Kementerian PUPR Mencegah Kekeringan,"""(Bendung Manganti) irigasinya sebagian di Jawa Barat sebagian di Jawa Tengah."" Pentingnya Bendung Manganti Kementerian PUPR Mencegah Kekeringan"
98,MoU yang ditandatangani Menteri PUPR dan Menkumham adalah mencetak napi menjadi tenaga kerja konstruksi.,"Cetak Pekerja dari Napi, Menteri PUPR dan Menkumham Bikin MoU","MoU yang ditandatangani Menteri PUPR dan Menkumham adalah mencetak napi menjadi tenaga kerja konstruksi. Cetak Pekerja dari Napi, Menteri PUPR dan Menkumham Bikin MoU"
99,Mencegah kecelakaan pada proyek konstruksi merupakan tanggung jawab seluruh pihak.,Wujudkan Zero Accident Kementerian PUPR Sertifikasi Ahli K3,Mencegah kecelakaan pada proyek konstruksi merupakan tanggung jawab seluruh pihak. Wujudkan Zero Accident Kementerian PUPR Sertifikasi Ahli K3
100,Pembangunan rumah hingga akhir Juli telah mencapai 486.000 unit.,PUPR: Sistem Manajemen Proyek Pemerintah Perlu Terintegrasi,Pembangunan rumah hingga akhir Juli telah mencapai 486.000 unit. PUPR: Sistem Manajemen Proyek Pemerintah Perlu Terintegrasi
101,Tempat pertama yang dikunjungi Basuki adalah Main Cauldron yang nantinya akan menjadi tempat penyalaan obor selama Asian Games 2018 berlangsung.,Menteri PUPR : Fasilitas Asian Games di Jakarta Rampung 99 Persen,Tempat pertama yang dikunjungi Basuki adalah Main Cauldron yang nantinya akan menjadi tempat penyalaan obor selama Asian Games 2018 berlangsung. Menteri PUPR : Fasilitas Asian Games di Jakarta Rampung 99 Persen
102,Penghargaan sebagai Pengelola Surat Berharga Syariah Negara (SBSN) Terbaik Tahun Anggaran (TA) 2017 dari Kementerian Keuangan.,PUPR Jadi Pengelola Surat Berharga Syariah Negara Terbaik,Penghargaan sebagai Pengelola Surat Berharga Syariah Negara (SBSN) Terbaik Tahun Anggaran (TA) 2017 dari Kementerian Keuangan. PUPR Jadi Pengelola Surat Berharga Syariah Negara Terbaik
103,"Memasuki tahun 2019 sebagai tahun politk, Menteri Basuki mengingatkan kepada seluruh jajaran Aparatur Sipil Negara (ASN) Kementerian PUPR untuk tidak ikut berpolitik praktis.",Menteri Basuki Lantik 7 Pejabat Tinggi Madya Kementerian PUPR,"Memasuki tahun 2019 sebagai tahun politk, Menteri Basuki mengingatkan kepada seluruh jajaran Aparatur Sipil Negara (ASN) Kementerian PUPR untuk tidak ikut berpolitik praktis. Menteri Basuki Lantik 7 Pejabat Tinggi Madya Kementerian PUPR"
104,Perlebaran akan meningkatkan tampungan air pada musim kemarau dan mengendalikan debit banjir pada musim hujan.,PUPR Perlebar Bendung Karet Tirtonadi Solo 60 Meter,Perlebaran akan meningkatkan tampungan air pada musim kemarau dan mengendalikan debit banjir pada musim hujan. PUPR Perlebar Bendung Karet Tirtonadi Solo 60 Meter
105,Pembangunan dilakukan sejak tahun 2014 dengan anggaran Rp 657 miliar dengan kontraktor PT Waskita Karya.,Kementerian PUPR Targetkan Bendungan Gondang Selesai Oktober 2018,Pembangunan dilakukan sejak tahun 2014 dengan anggaran Rp 657 miliar dengan kontraktor PT Waskita Karya. Kementerian PUPR Targetkan Bendungan Gondang Selesai Oktober 2018
106,ASN tidak boleh melakukan politik praktis.,Pesan Menteri Basuki Kepada Generasi Muda PUPR,ASN tidak boleh melakukan politik praktis. Pesan Menteri Basuki Kepada Generasi Muda PUPR
107,"Menteri PUPR, Basuki Hadimuljono, mengatakan urusan pembangunan jalan tol sejak dulu merupakan tanggung jawab BPJT dan Kementerian PUPR, bukan Pemerintah Daerah.",Menteri PUPR Bantah Anies Baswedan soal 6 Ruas Tol Dalam Kota,"Menteri PUPR, Basuki Hadimuljono, mengatakan urusan pembangunan jalan tol sejak dulu merupakan tanggung jawab BPJT dan Kementerian PUPR, bukan Pemerintah Daerah. Menteri PUPR Bantah Anies Baswedan soal 6 Ruas Tol Dalam Kota"
108,KPK pun masih mendalami dugaan penerimaan-penerimaan sebelumnya.,"Korupsi Gubernur, KPK Geledah Kantor PUPR dan Dispora Aceh","KPK pun masih mendalami dugaan penerimaan-penerimaan sebelumnya. Korupsi Gubernur, KPK Geledah Kantor PUPR dan Dispora Aceh"
109,Termasuk dalam Wilayah Pengembangan Strategis (WPS) 35 yang disusun Master Plan nya oleh Badan Pengembangan Infrastruktur Wilayah (BPIW).,PUPR Bangun Pengaman Pantai di Pulau Terdepan Provinsi Riau,Termasuk dalam Wilayah Pengembangan Strategis (WPS) 35 yang disusun Master Plan nya oleh Badan Pengembangan Infrastruktur Wilayah (BPIW). PUPR Bangun Pengaman Pantai di Pulau Terdepan Provinsi Riau
110,Pejabat Fungsional (Jafung) bidang PUPR merupakan motor penggerak pembangunan infrastruktur PUPR,Peran Penting Jafung Dalam Pengembangan Infrastruktur PUPR,Pejabat Fungsional (Jafung) bidang PUPR merupakan motor penggerak pembangunan infrastruktur PUPR Peran Penting Jafung Dalam Pengembangan Infrastruktur PUPR
111,"Kebutuhan transportasi di Jakarta terus meningkat dari tahun ke tahun.""",Kementerian PUPR Pelajari Pembangunan Berkonsep TOD,"Kebutuhan transportasi di Jakarta terus meningkat dari tahun ke tahun."" Kementerian PUPR Pelajari Pembangunan Berkonsep TOD"
112,PT Sharleen Raya merupakan perusahaan yang termasuk dalam JECO Group.,Direktur Sharleen Raya Jadi Tersangka Suap di Proyek PUPR,PT Sharleen Raya merupakan perusahaan yang termasuk dalam JECO Group. Direktur Sharleen Raya Jadi Tersangka Suap di Proyek PUPR
113,Pembuatan bendungan dan embung di Provinsi Jawa Tengah untuk pengendalian banjir dan sediaan air.,Kementerian PUPR: Gondang dan Giriroto Rampung 2018,Pembuatan bendungan dan embung di Provinsi Jawa Tengah untuk pengendalian banjir dan sediaan air. Kementerian PUPR: Gondang dan Giriroto Rampung 2018
114,Ucapan hari jadi dari Menteri Basuki dan terima kasih atas penanganan penjambretan.,Ucapan Dirgahayu Bhayangkara Ke-72 Dari Menteri PUPR,Ucapan hari jadi dari Menteri Basuki dan terima kasih atas penanganan penjambretan. Ucapan Dirgahayu Bhayangkara Ke-72 Dari Menteri PUPR
115,Syarief mengalami patah tulang di bagian bahu kiri akibat aksi penjambretan yang dilakukan kedua pelaku.,"Dirjen PUPR Patah Tulang karena Dijambret, Pelaku: Kasihan Pak","Syarief mengalami patah tulang di bagian bahu kiri akibat aksi penjambretan yang dilakukan kedua pelaku. Dirjen PUPR Patah Tulang karena Dijambret, Pelaku: Kasihan Pak"
116,"Dua penjara yang pernah dihuni FY adalah Lembaga Pemasyarakatan Tanjung Gusta, Medan, Sumatera Utara dan Lapas Salemba, Jakarta Pusat.","Ditembak Mati, Ini Sosok Penjambret Dirjen PUPR","Dua penjara yang pernah dihuni FY adalah Lembaga Pemasyarakatan Tanjung Gusta, Medan, Sumatera Utara dan Lapas Salemba, Jakarta Pusat. Ditembak Mati, Ini Sosok Penjambret Dirjen PUPR"
117,Dari keterangan tersangka AA setiap hari bisa melakukan aksi penjambretan hingga sebanyak lima kali.,Jambret Dirjen PUPR Ternyata Sindikat Besar Geng Tenda Oranye,Dari keterangan tersangka AA setiap hari bisa melakukan aksi penjambretan hingga sebanyak lima kali. Jambret Dirjen PUPR Ternyata Sindikat Besar Geng Tenda Oranye
118,Pelaku penjambretan Dirjen Bina Kontruksi Kementrian PUPR ada dua orang,Polisi Tembak Mati Penjambret Dirjen PUPR,Pelaku penjambretan Dirjen Bina Kontruksi Kementrian PUPR ada dua orang Polisi Tembak Mati Penjambret Dirjen PUPR
119,Edi belum bisa menjelaskan ciri-ciri pelaku karena beralasan masih dalam tahap pengejaran oleh petugas.,"Sudah Diendus, Polisi Buru 2 Penjambret Dirjen PUPR","Edi belum bisa menjelaskan ciri-ciri pelaku karena beralasan masih dalam tahap pengejaran oleh petugas. Sudah Diendus, Polisi Buru 2 Penjambret Dirjen PUPR"
120,Menteri Basuki memiliki kriteria sendiri terhadap pemimpin yang dipilihnya.,Menteri PUPR Basuki Nyoblos Bersama Keluarga di Bekasi,Menteri Basuki memiliki kriteria sendiri terhadap pemimpin yang dipilihnya. Menteri PUPR Basuki Nyoblos Bersama Keluarga di Bekasi
121,Polisi belum menemukan saksi yang sempat menolong Syarief usai mengalami penjambretan.,Ini Alasan Polisi Kesulitan Ungkap Penjambret Dirjen Kemen PUPR,Polisi belum menemukan saksi yang sempat menolong Syarief usai mengalami penjambretan. Ini Alasan Polisi Kesulitan Ungkap Penjambret Dirjen Kemen PUPR
122,Pemberian opini tersebut didasarkan pada kesesuaian laporan keuangan.,Laporan Keuangan Kementerian PUPR 2017 Dapat Opini WTP dari BPK,Pemberian opini tersebut didasarkan pada kesesuaian laporan keuangan. Laporan Keuangan Kementerian PUPR 2017 Dapat Opini WTP dari BPK
123,"""Kami belum periksa karena dari dokter juga belum mengizinkan.""","Jadi Korban Jambret, Polisi Belum Bisa Periksa Dirjen Kemen PUPR","""Kami belum periksa karena dari dokter juga belum mengizinkan."" Jadi Korban Jambret, Polisi Belum Bisa Periksa Dirjen Kemen PUPR"
124,"Penjambretan terjadi di Kota Tua, Jakarta Barat.","Dirjen Kementerian PUPR Dijambret saat Bersepeda, Korban Terluka","Penjambretan terjadi di Kota Tua, Jakarta Barat. Dirjen Kementerian PUPR Dijambret saat Bersepeda, Korban Terluka"
125,Kebijakan integrasi transaksi tol JORR bukan untuk meningkatkan pendapatan/revenue pengelola tol atau BUJT.,Kementerian PUPR: Integrasi Transaksi Tol JORR Lebih Efisien,Kebijakan integrasi transaksi tol JORR bukan untuk meningkatkan pendapatan/revenue pengelola tol atau BUJT. Kementerian PUPR: Integrasi Transaksi Tol JORR Lebih Efisien
126,Banjir bandang disebabkan oleh hujan lebat yang mengakibatkan meluapnya aliran Sungai Badeng ke areal pemukiman masyarakat.,"Banjir Bandang Banyuwangi, PUPR Bersihkan Bendung Garit","Banjir bandang disebabkan oleh hujan lebat yang mengakibatkan meluapnya aliran Sungai Badeng ke areal pemukiman masyarakat. Banjir Bandang Banyuwangi, PUPR Bersihkan Bendung Garit"
127,Salah satunya seperti pedestrian di dalam kawasan kompleks olahraga tersebut.,Menteri PUPR Minta Kekurangan Kecil Proyek GBK Cepat Dirampungkan,Salah satunya seperti pedestrian di dalam kawasan kompleks olahraga tersebut. Menteri PUPR Minta Kekurangan Kecil Proyek GBK Cepat Dirampungkan
128,"Saat tiba di lokasi, Basuki langsung melakukan koordinasi kepada bawahannya terkait perkembangan renovasi GBK sampai saat ini.","Pakai Kaos Putih dan Kacamata Hitam, Menteri PUPR Tinjau GBK","Saat tiba di lokasi, Basuki langsung melakukan koordinasi kepada bawahannya terkait perkembangan renovasi GBK sampai saat ini. Pakai Kaos Putih dan Kacamata Hitam, Menteri PUPR Tinjau GBK"
129,Pekerjaan akan diselesaikan dalam waktu 210 hari kalender dan masa pemeliharaan oleh pihak penyedia jasa selama satu tahun.,"PUPR Alokasikan Rp 127,83 M Lanjutan Bangun Jalan Wisata Mandeh","Pekerjaan akan diselesaikan dalam waktu 210 hari kalender dan masa pemeliharaan oleh pihak penyedia jasa selama satu tahun. PUPR Alokasikan Rp 127,83 M Lanjutan Bangun Jalan Wisata Mandeh"
130,Kota Solo atau Surakarta merupakan dataran rendah dan menjadi pertemuan beberapa sungai.,Ini Upaya Kementerian PUPR Kurangi Risiko Banjir Kota Solo,Kota Solo atau Surakarta merupakan dataran rendah dan menjadi pertemuan beberapa sungai. Ini Upaya Kementerian PUPR Kurangi Risiko Banjir Kota Solo
131,"Seksi I yang menghubungkan Penjaringan-Kebon Jeruk 9,5 km dikelola oleh PT Jakarta Lingkar Barat (JLB) dan dikenakan tarif Rp 7.500 untuk kendaraan golongan I.",Ini Penjelasan PUPR Soal Intergrasi Toll JORR,"Seksi I yang menghubungkan Penjaringan-Kebon Jeruk 9,5 km dikelola oleh PT Jakarta Lingkar Barat (JLB) dan dikenakan tarif Rp 7.500 untuk kendaraan golongan I. Ini Penjelasan PUPR Soal Intergrasi Toll JORR"
132,Mobil yang melintas di jalan tol fungsional diminta tak mengebut untuk mengurangi risiko kecelakaan.,Menteri PUPR: Jangan Melebihi 60 km/jam di Tol Fungsional,Mobil yang melintas di jalan tol fungsional diminta tak mengebut untuk mengurangi risiko kecelakaan. Menteri PUPR: Jangan Melebihi 60 km/jam di Tol Fungsional
133,Dua titik kemacetan itu berada di jalur Jawa Tengah,"Mudik Lebaran, Menteri PUPR: Waspada 2 Titik Rawan Macet","Dua titik kemacetan itu berada di jalur Jawa Tengah Mudik Lebaran, Menteri PUPR: Waspada 2 Titik Rawan Macet"
134,"Dari anggaran tahun ini senilai Rp 107,38 triliun.","Belanja Infrastruktur PUPR Rp 15,4 Triliun","Dari anggaran tahun ini senilai Rp 107,38 triliun. Belanja Infrastruktur PUPR Rp 15,4 Triliun"
135,"KPK telah memeriksa ibu, istri, dan adik Zumi Zola. Ayahnya juga sedianya diperiksa pada Jumat.",Peran Keluarga Zumi Zola Didalami di Pusaran Korupsi PUPR Jambi,"KPK telah memeriksa ibu, istri, dan adik Zumi Zola. Ayahnya juga sedianya diperiksa pada Jumat. Peran Keluarga Zumi Zola Didalami di Pusaran Korupsi PUPR Jambi"
136,Masjid dibangun di atas tanah seluas 4.635 meter persegi.,Kementerian PUPR Rampungkan Restorasi Masjid At-Taqarrub,Masjid dibangun di atas tanah seluas 4.635 meter persegi. Kementerian PUPR Rampungkan Restorasi Masjid At-Taqarrub
137,Wisma atlet ini diperkirakan dapat menampung 22.278 orang.,PUPR Lengkapi Fasilitas Khusus bagi Disabilitas di Wisma Atlet,Wisma atlet ini diperkirakan dapat menampung 22.278 orang. PUPR Lengkapi Fasilitas Khusus bagi Disabilitas di Wisma Atlet
138,Cita-cita almarhum Buya Hamka telah berhasil menembus waktu dan generasi.,Presiden dan Menteri PUPR Resmikan Rusun DR Hamka di Padang,Cita-cita almarhum Buya Hamka telah berhasil menembus waktu dan generasi. Presiden dan Menteri PUPR Resmikan Rusun DR Hamka di Padang
139,Jalan nasional yang menjadi jalur mudik kondisinya cukup baik dengan tingkat kemantapan 90 persen.,PUPR: Jalur Mudik Nasional Kemantapannya 90 Persen,Jalan nasional yang menjadi jalur mudik kondisinya cukup baik dengan tingkat kemantapan 90 persen. PUPR: Jalur Mudik Nasional Kemantapannya 90 Persen
140,BUJT juga sudah untuk sepakat memberikan diskon tarif tol selama mudik lebaran.,Menteri PUPR Pastikan Ada Diskon Tarif Tol 10 Persen Saat Mudik,BUJT juga sudah untuk sepakat memberikan diskon tarif tol selama mudik lebaran. Menteri PUPR Pastikan Ada Diskon Tarif Tol 10 Persen Saat Mudik
141,Basuki sejatinya hari ini diperiksa sebagai saksi kasus suap yang menjerat Bupati Halmahera Timur.,"Sedang Dinas Luar Kota, Menteri PUPR Tak Penuhi Panggilan KPK","Basuki sejatinya hari ini diperiksa sebagai saksi kasus suap yang menjerat Bupati Halmahera Timur. Sedang Dinas Luar Kota, Menteri PUPR Tak Penuhi Panggilan KPK"
142,Jalan tol maupun jalan nasional sudah dapat dilalui saat mudik Lebaran 2018.,Menteri PUPR Tegaskan Jalan Tol dari Serang - Surabaya Sudah Siap,Jalan tol maupun jalan nasional sudah dapat dilalui saat mudik Lebaran 2018. Menteri PUPR Tegaskan Jalan Tol dari Serang - Surabaya Sudah Siap
143,"""Yang terpenting adalah bagaimana plastik kresek yang semula tidak ada nilainya kini bisa dimanfaatkan.",Ini Upaya Kementerian PUPR Kurangi Sampah Plastik di Labuan Bajo,"""Yang terpenting adalah bagaimana plastik kresek yang semula tidak ada nilainya kini bisa dimanfaatkan. Ini Upaya Kementerian PUPR Kurangi Sampah Plastik di Labuan Bajo"
144,Ambruknya Jembatan Widang di Tuban disebabkan overload.,PUPR akan Evaluasi Jembatan-jembatan Tua di Indonesia,Ambruknya Jembatan Widang di Tuban disebabkan overload. PUPR akan Evaluasi Jembatan-jembatan Tua di Indonesia
145,Kawasan Rancaekek di Bandung Tenggara merupakan langganan banjir setiap tahunnya.,"Atasi Banjir Rancaekek, Kementerian PUPR Normalisasi Sungai","Kawasan Rancaekek di Bandung Tenggara merupakan langganan banjir setiap tahunnya. Atasi Banjir Rancaekek, Kementerian PUPR Normalisasi Sungai"
146,Basuki di dampingi Dirjen Bina Marga Arie Setiadi Moerwanto tiba di lokasi pukul 14.10 WIB dan memantau progres pembangunan tunnel atau terowongan di proyek tersebut.,Menteri PUPR Tinjau Proyek Tol Cisumdawu Sumedang,Basuki di dampingi Dirjen Bina Marga Arie Setiadi Moerwanto tiba di lokasi pukul 14.10 WIB dan memantau progres pembangunan tunnel atau terowongan di proyek tersebut. Menteri PUPR Tinjau Proyek Tol Cisumdawu Sumedang
147,"""Hari ini adalah penutupan hari air sedunia. Itu untuk mengingatkan kita pentingnya kelestarian alam dan air.""",Kementerian PUPR Gelar Dialog Peringatan Hari Air Dunia,"""Hari ini adalah penutupan hari air sedunia. Itu untuk mengingatkan kita pentingnya kelestarian alam dan air."" Kementerian PUPR Gelar Dialog Peringatan Hari Air Dunia"
